Index,Bin,ScannerID,RHO,SSA,y,anisotropy,position in sample (mm),position in snowpit(mm),relative depth (%) ,BOTTOM,TOP,Height correction mm,ID,Location,Datetime,TYPE
0,0,4900,492.0540033,4.734266667,57.0912,1.128566667,27.36,2.9088,0.036415351,0,5,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
1,1,4900,328.471944,8.15698,52.5312,1.09546,31.92,7.4688,0.093502123,5,10,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
2,2,4900,297.1548529,9.631928571,55.46262857,1.146757143,23.61428571,13.1088,0.164081301,10,15,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
3,3,4900,285.2541225,10.30055,52.5312,1.1237375,25.65,17.4688,0.218650075,15,20,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
4,4,4900,292.8754644,10.72658889,46.57786667,1.074577778,32.3,22.31102222,0.279265047,20,25,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
5,5,4900,294.7496067,10.84881111,43.66453333,1.076455556,33.82,27.44657778,0.343531821,25,30,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
6,6,4900,275.8554011,11.03752222,36.31786667,1.062877778,42.56,32.57102222,0.407688566,30,35,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
7,7,4900,301.86931,10.4981625,32.5812,1.0955,45.6,37.4188,0.468358552,35,40,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
8,8,4900,342.4078211,10.15896667,28.84453333,1.178,48.64,42.26657778,0.529024617,40,45,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
9,9,4900,398.7848711,10.0183,21.49786667,1.237277778,57.38,47.39102222,0.593189205,45,50,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
10,10,4900,408.5222622,10.40056667,18.58453333,1.235422222,58.9,52.52657778,0.657442706,50,55,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
11,11,4900,407.38148,10.65115556,11.23786667,1.216744444,67.64,57.65102222,0.721612724,55,60,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
12,12,4900,389.2537375,11.45555,17.7612,1.224075,54.15,62.2388,0.778872915,60,65,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
13,13,4900,335.273858,11.92304,12.6312,1.14836,59.28,67.3688,0.843071101,65,70,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
14,15,4900,247.32566,15.262975,2.9412,1.081225,68.97,77.0588,0.964334341,75,80,0,PS122/2_21-53,snow3-A6,22/01/2020 06:30,N
0,35,4900,326.3222825,9.6358,62.5404,1.131625,1.71,177.4596,0.788795575,175,180,0,PS122/2_21-96,FR,24/01/2020 10:30,N
1,36,4900,223.179782,10.34232,57.4104,1.0707,6.84,182.5896,0.811598068,180,185,0,PS122/2_21-96,FR,24/01/2020 10:30,N
2,37,4900,283.0998775,11.853675,52.2804,1.136325,11.97,187.7196,0.834400561,185,190,0,PS122/2_21-96,FR,24/01/2020 10:30,N
3,38,4900,306.956995,13.282,47.7204,1.107775,16.53,192.2796,0.854669444,190,195,0,PS122/2_21-96,FR,24/01/2020 10:30,N
4,39,4900,317.123198,13.3894,42.5904,1.1226,21.66,197.4096,0.877471937,195,200,0,PS122/2_21-96,FR,24/01/2020 10:30,N
5,40,4900,319.1720225,13.56565,37.4604,1.1249,26.79,202.5396,0.90027443,200,205,0,PS122/2_21-96,FR,24/01/2020 10:30,N
6,41,4900,324.05345,13.80156667,33.4704,1.083833333,30.78,206.5296,0.918009702,205,210,0,PS122/2_21-96,FR,24/01/2020 10:30,N
7,43,4900,277.4239767,20.33475,42.7356,1.05395,2.025,217.2644,0.84155752,215,220,0,PS122/2_21-96,FR,24/01/2020 10:30,N
8,44,4900,280.3006686,21.52537143,37.4706,1.056557143,7.29,222.5294,0.861951107,220,225,0,PS122/2_21-96,FR,24/01/2020 10:30,N
9,45,4900,218.5183625,24.2539,32.2056,1.08465,12.555,227.7944,0.882344693,225,230,0,PS122/2_21-96,FR,24/01/2020 10:30,N
10,46,4900,265.8735567,27.80266667,27.3456,1.100516667,17.415,232.6544,0.901169542,230,235,0,PS122/2_21-96,FR,24/01/2020 10:30,N
11,47,4900,275.7586383,27.23766667,22.4856,1.1069,22.275,237.5144,0.919994391,235,240,0,PS122/2_21-96,FR,24/01/2020 10:30,N
12,48,4900,284.4825667,26.96028333,17.6256,1.10245,27.135,242.3744,0.938819241,240,245,0,PS122/2_21-96,FR,24/01/2020 10:30,N
13,49,4900,265.2318667,27.88611667,12.7656,1.11385,31.995,247.2344,0.95764409,245,250,0,PS122/2_21-96,FR,24/01/2020 10:30,N
14,50,4900,264.8739171,31.5743,7.5006,1.102828571,37.26,252.4994,0.978037676,250,255,0,PS122/2_21-96,FR,24/01/2020 10:30,N
15,51,4900,210.7187733,35.53176667,3.4506,1.096133333,41.31,256.5494,0.99372505,255,260,0,PS122/2_21-96,FR,24/01/2020 10:30,N
0,0,4900,290.96058,7.8005,97.6014,1.069966667,1.455,2.3986,0.014125854,0,5,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
1,1,4900,230.5806067,7.59425,72.1389,1.126166667,15.7625,7.8611,0.046325219,5,10,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
2,2,4900,254.8273217,7.043783333,57.5889,1.15885,24.735,12.4111,0.073154655,10,15,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
3,3,4900,281.9081675,7.004925,52.4964,1.1647375,29.8275,17.5036,0.103171705,15,20,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
4,4,4900,355.3434767,6.27325,47.4039,1.159666667,34.92,22.5961,0.133188755,20,25,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
5,5,4900,320.5176071,6.783314286,38.36211429,1.099442857,41.57142857,27.35217143,0.161244776,25,30,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
6,6,4900,207.100864,8.89608,31.5444,1.0837,47.433,32.4556,0.191339546,30,35,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
7,7,4900,245.5970257,9.1859,28.17711429,1.107557143,51.75642857,37.53717143,0.221286378,35,40,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
8,8,4900,243.8422,9.034575,57.5889,1.0891,41.4675,42.4111,0.249767788,40,45,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
9,9,4900,242.3143667,8.4063,52.4964,1.122166667,46.56,47.5036,0.27975858,45,50,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
10,10,4900,237.2648775,8.415475,47.4039,1.09255,51.6525,52.5961,0.309749372,50,55,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
11,11,4900,249.4951833,8.1264,42.3114,1.103866667,56.745,57.6886,0.339740163,55,60,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
12,12,4900,229.8559771,8.929871429,67.46211429,1.088242857,35.95928571,62.53788571,0.368223303,60,65,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
13,13,4900,200.94064,9.78344,60.9354,1.15848,42.195,67.0646,0.394882976,65,70,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
14,14,4900,227.4027133,9.2864,62.6814,1.1387,41.4675,72.3186,0.425797028,70,75,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
15,15,4900,231.3865388,9.0201625,57.5889,1.178925,46.56,77.4111,0.455780627,75,80,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
16,16,4900,248.3645867,8.412466667,52.4964,1.12445,51.6525,82.5036,0.485764227,80,85,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
17,17,4900,283.2832175,7.9778125,47.4039,1.1306125,56.745,87.5961,0.515747826,85,90,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
18,18,4900,297.331645,8.364033333,42.3114,1.099333333,61.8375,92.6886,0.545731426,90,95,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
19,19,4900,240.2801657,8.358014286,32.54211429,1.096228571,70.87928571,97.45788571,0.573832174,95,100,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
20,20,4900,192.14032,8.8173,65.5914,1.2274,43.65,104.4086,0.614589048,100,105,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
21,21,4900,221.19971,9.961133333,62.6814,1.192866667,46.56,107.3186,0.631718424,105,110,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
22,22,4900,263.36791,9.140875,57.5889,1.1284,51.6525,112.4111,0.661694831,110,115,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
23,23,4900,266.1791233,8.3304,52.4964,1.094633333,56.745,117.5036,0.691671238,115,120,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
24,24,4900,289.31052,7.82415,47.4039,1.151125,61.8375,122.5961,0.721647646,120,125,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
25,25,4900,329.37031,7.8624,42.3114,1.1091,66.93,127.6886,0.751624053,125,130,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
26,26,4900,222.84977,7.679325,37.2189,1.1003,72.0225,132.7811,0.781600461,130,135,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
27,27,4900,200.069775,7.46075,32.8539,1.1627,76.3875,137.1461,0.807294524,135,140,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
28,30,4900,214.645305,8.00625,16.8489,1.07405,92.3925,153.1511,0.90150609,150,155,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
29,31,4900,298.2254275,8.1664,12.4839,1.173525,96.7575,157.5161,0.927200154,155,160,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
30,32,4900,304.80275,8.078033333,7.3914,1.106766667,101.85,162.6086,0.957176561,160,165,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
31,33,4900,398.8332525,9.831075,2.2989,1.188325,106.9425,167.7011,0.987152968,165,170,0,PS122/2_22-5,snow2-A8,27/01/2020 06:23,N
0,0,4900,352.7690775,7.958125,51.9612,1.10545,22.23,3.0388,0.025365394,0,5,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
1,1,4900,296.6834071,10.37591429,70.78628571,1.093757143,15.93214286,7.785142857,0.064966684,5,10,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
2,2,4900,311.7565743,10.29278571,66.30985714,1.1255,20.40857143,12.26157143,0.102322835,10,15,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
3,3,4900,343.9662111,9.738266667,62.06573333,1.170488889,25.11666667,17.37871111,0.145024159,15,20,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
4,4,4900,293.7237757,9.924357143,56.082,1.125542857,30.63642857,22.48942857,0.187674659,20,25,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
5,5,4900,264.4170222,10.41366667,51.83906667,1.081566667,35.34333333,27.60537778,0.230365235,25,30,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
6,6,4900,281.2697514,10.31495714,45.85414286,1.044714286,40.86428571,32.71728571,0.273026482,30,35,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
7,7,4900,292.6368314,10.24134286,41.37771429,1.050157143,45.34071429,37.19371429,0.310382633,35,40,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
8,8,4900,312.1872778,9.842077778,37.13906667,1.132288889,50.04333333,42.30537778,0.353036278,40,45,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
9,9,4900,358.0499243,9.508514286,31.14985714,1.252542857,55.56857143,47.42157143,0.395734457,45,50,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
10,10,4900,428.1803844,9.486922222,26.9124,1.262122222,60.27,52.53204444,0.438377354,50,55,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
11,11,4900,301.1053933,8.101033333,52.4964,1.119033333,50.925,57.5036,0.479704281,55,60,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
12,12,4900,235.50023,7.8506,48.1314,1.090066667,55.29,61.8686,0.516117813,60,65,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
13,14,4900,246.3402075,8.15755,37.2189,1.106675,66.2025,72.7811,0.607151644,70,75,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
14,15,4900,328.8814033,10.1717,32.1264,1.1518,71.295,77.8736,0.649634098,75,80,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
15,16,4900,240.90876,8.791833333,27.7614,1.072333333,75.66,82.2386,0.68604763,80,85,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
16,17,4900,338.2393825,11.921975,22.6689,1.1845,80.7525,87.3311,0.728530084,85,90,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
17,18,4900,375.2358667,11.94686667,17.5764,1.1941,85.845,92.4236,0.771012538,90,95,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
18,19,4900,401.377095,11.657,12.4839,1.1847,90.9375,97.5161,0.813494992,95,100,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
19,20,4900,406.37311,11.30096667,7.3914,1.186866667,96.03,102.6086,0.855977446,100,105,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
20,21,4900,362.73819,11.33485,2.2989,1.1673,101.1225,107.7011,0.898459901,105,110,0,PS122/2_22-6,snow3-A6,27/01/2020 10:40,N
0,0,4900,328.3848575,8.117325,57.5889,1.1961,32.7375,2.4111,0.018582975,0,5,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
1,1,4900,352.9906133,7.939466667,52.4964,1.214466667,37.83,7.5036,0.057832194,5,10,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
2,2,4900,257.638535,9.8702,47.4039,1.101675,42.9225,12.5961,0.097081415,10,15,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
3,3,4900,264.5290633,9.812266667,42.3114,1.084,48.015,17.6886,0.136330635,15,20,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
4,4,4900,269.05145,9.431925,37.2189,1.09905,53.1075,22.7811,0.175579856,20,25,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
5,5,4900,277.1795233,8.8111,32.1264,1.076466667,58.2,27.8736,0.214829076,25,30,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
6,6,4900,273.8946817,12.15251667,62.3763,1.1511,31.8525,32.6237,0.251281683,30,35,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
7,7,4900,305.99446,16.76768571,72.49911429,1.112971429,23.40214286,37.50088571,0.288772746,35,40,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
8,8,4900,286.3901757,16.84632857,57.41914286,1.093557143,37.36714286,42.58085714,0.327948669,40,45,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
9,9,4900,285.964565,18.62523333,59.8071,1.0538,35.7225,46.85956667,0.360857914,45,50,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
10,10,4900,235.940246,14.62416,36.16332,1.09508,57.285,51.83668,0.399325128,50,55,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
11,11,4900,256.9739275,8.188275,2.2989,1.142375,88.0275,57.7011,0.444717368,55,60,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
12,24,4900,192.23199,26.3946,5.7912,1.0444,92.34,124.2088,0.956123065,120,125,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
13,25,4900,214.645305,25.7813,4.0812,1.09355,94.05,125.9188,0.969286146,125,130,0,PS122/2_22-61,RS3,30/01/2020 11:04,N
0,0,4900,519.6161167,7.6829,58.3164,1.230066667,24.735,1.6836,0.025951885,0,5,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
1,1,4900,525.498275,7.33675,51.7689,1.2153,31.2825,8.2311,0.126878452,5,10,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
2,2,4900,463.254345,7.9308,47.4039,1.19195,35.6475,12.5961,0.19416283,10,15,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
3,3,4900,381.62221,9.467733333,42.3114,1.1381,40.74,17.6886,0.272661271,15,20,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
4,4,4900,370.9655725,9.1077,37.2189,1.13165,45.8325,22.7811,0.351159711,20,25,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
5,5,4900,403.6841233,8.633033333,32.1264,1.186666667,50.925,27.8736,0.429658152,25,30,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
6,6,4900,345.5959,8.5832,27.7614,1.142366667,55.29,32.2386,0.49694253,30,35,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
7,7,4900,242.8567475,8.386975,22.6689,1.0943,60.3825,37.3311,0.575440971,35,40,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
8,8,4900,301.0748367,8.678966667,17.5764,1.117,65.475,42.4236,0.653939412,40,45,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
9,9,4900,355.58793,11.3036,12.4839,1.1538,70.5675,47.5161,0.732437853,45,50,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
10,10,4900,319.28661,13.5848,7.3914,1.137466667,75.66,52.6086,0.810936293,50,55,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
11,11,4900,286.28541,14.31773333,3.0264,1.110733333,80.025,56.9736,0.878220671,55,60,0,PS122/2_22-73,snow1-A3,31/01/2020 06:41,N
0,2,4900,526.00246,5.8651,65.0712,1.2508,31.92,14.9288,0.064981905,10,15,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
1,3,4900,532.5415867,5.799166667,62.7912,1.2343,34.2,17.2088,0.074906263,15,20,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
2,6,4900,545.5510875,6.461975,47.4012,1.338675,49.59,32.5988,0.141895674,30,35,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
3,8,4900,503.323302,5.26406,37.7112,1.18088,59.28,42.2888,0.184074192,40,45,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
4,9,4900,498.04311,6.36585,32.5812,1.25915,64.41,47.4188,0.206403996,45,50,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
5,10,4900,529.0046525,6.5107,26.8812,1.309725,70.11,53.1188,0.231214889,50,55,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
6,11,4900,533.6416267,6.741066667,22.8912,1.2815,74.1,57.1088,0.248582515,55,60,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
7,13,4900,468.70871,6.973766667,11.4912,1.182433333,85.5,68.5088,0.298204301,65,70,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
8,14,4900,435.4325,8.196325,7.5012,1.211275,89.49,72.4988,0.315571926,70,75,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
9,15,4900,518.531355,7.4259,4.0812,1.2822,92.91,75.9188,0.330458462,75,80,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
10,27,4900,225.59987,9.7588,101.9373,1.102666667,1.455,138.0627,0.627113866,135,140,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
11,28,4900,230.45838,9.2294,97.5723,1.135533333,5.82,142.4277,0.646940742,140,145,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
12,29,4900,234.9731275,9.569,92.4798,1.134925,10.9125,147.5202,0.670072097,145,150,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
13,30,4900,270.9459633,8.8585,87.3873,1.112533333,16.005,152.6127,0.693203453,150,155,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
14,31,4900,268.0659975,8.660975,82.2948,1.137475,21.0975,157.7052,0.716334808,155,160,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
15,32,4900,250.1368733,8.5063,77.2023,1.058033333,26.19,162.7977,0.739466163,160,165,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
16,33,4900,265.2624233,8.043633333,72.8373,1.062966667,30.555,167.1627,0.759293039,165,170,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
17,34,4900,247.87568,8.990225,67.7448,1.047275,35.6475,172.2552,0.782424394,170,175,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
18,35,4900,239.4725967,9.5411,62.6523,1.0765,40.74,177.3477,0.80555575,175,180,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
19,36,4900,233.1397275,9.801575,57.5598,1.102375,45.8325,182.4402,0.828687105,180,185,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
20,37,4900,275.8655867,8.310766667,52.4673,1.049933333,50.925,187.5327,0.85181846,185,190,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
21,38,4900,278.76847,7.709,47.3748,1.094275,56.0175,192.6252,0.874949815,190,195,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
22,39,4900,227.89162,7.4606,42.2823,1.084,61.11,197.7177,0.898081171,195,200,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
23,40,4900,223.30812,7.3697,39.3723,1.049,64.02,200.6277,0.911299088,200,205,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
24,43,4900,226.3637867,7.4482,21.9123,1.1344,81.48,218.0877,0.990606592,215,220,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
25,44,4900,318.0337867,8.053433333,17.5473,1.205466667,85.845,222.4527,1.010433468,220,225,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
26,45,4900,320.432485,8.526875,12.4548,1.117075,90.9375,227.5452,1.033564823,225,230,0,PS122/2_23-9,snow1-A1,03/02/2020 06:25,N
0,0,4900,264.0325175,8.8003,57.5598,1.084975,24.0075,2.4402,0.032723583,0,5,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
1,1,4900,216.7384367,9.690033333,52.4673,1.075866667,29.1,7.5327,0.101015052,5,10,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
2,2,4900,205.7685933,10.42406667,46.6473,1.1821,34.92,13.3527,0.179062446,10,15,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
3,3,4900,251.26747,10.29763333,42.2823,1.072333333,39.285,17.7177,0.237597991,15,20,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
4,4,4900,288.30215,9.901375,37.1898,1.0591,44.3775,22.8102,0.305889461,20,25,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
5,5,4900,297.0108,9.1163,32.0973,1.065733333,49.47,27.9027,0.37418093,25,30,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
6,6,4900,238.6475667,9.816366667,27.7323,1.0902,53.835,32.2677,0.432716475,30,35,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
7,7,4900,218.0141775,10.2969,22.6398,1.127025,58.9275,37.3602,0.501007945,35,40,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
8,9,4900,212.0556275,9.519825,12.4548,1.137075,69.1125,47.5452,0.637590884,45,50,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
9,10,4900,243.246345,9.4201,8.0898,1.11905,73.4775,51.9102,0.696126429,50,55,0,PS122/2_23-2,ds-coring-FYI,03/02/2020 11:15,N
0,1,4900,518.94387,7.6253,100.5114,1.0361,0,9.4886,0.067847509,5,10,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
1,2,4900,478.79241,9.2527,25.7412,1.26705,25.65,14.2588,0.102081316,10,15,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
2,3,4900,353.8462,10.6551375,57.41505,1.1325125,18.53625,17.58495,0.125817244,15,20,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
3,4,4900,330.3393929,11.25731429,47.61342857,1.100414286,24.82928571,22.38657143,0.160184745,20,25,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
4,5,4900,314.3873578,11.68908889,43.60573333,1.177388889,29.61666667,27.50537778,0.196808244,25,30,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
5,6,4900,297.9405957,11.78584286,37.38557143,1.110357143,35.05714286,32.61442857,0.233369594,30,35,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
6,7,4900,285.2999575,11.9683,28.8069,1.14305,41.004375,37.4431,0.267939961,35,40,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
7,8,4900,295.8420075,9.5551,67.7739,1.134025,32.7375,42.2261,0.301934502,40,45,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
8,9,4900,277.02674,9.756133333,62.6814,1.118466667,37.83,47.3186,0.338348034,45,50,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
9,10,4900,294.90239,9.02445,57.5889,1.064475,42.9225,52.4111,0.374761566,50,55,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
10,11,4900,324.4812433,9.122833333,52.4964,1.085933333,48.015,57.5036,0.411175098,55,60,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
11,12,4900,311.76967,9.48365,47.4039,1.07805,53.1075,62.5961,0.44758863,60,65,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
12,13,4900,269.9375933,8.902666667,42.3114,1.068366667,58.2,67.6886,0.484002162,65,70,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
13,14,4900,198.5877767,9.269766667,37.9464,1.147733333,62.565,72.0536,0.515213761,70,75,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
14,15,4900,199.38225,9.2416,30.6714,1.2046,69.84,79.3286,0.567233093,75,80,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
15,16,4900,212.3382767,9.5145,27.7614,1.129133333,72.75,82.2386,0.588040826,80,85,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
16,17,4900,263.514582,13.48874,34.18284,1.088,62.274,87.81716,0.641345591,85,90,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
17,18,4900,313.78641,20.4168,60.92350909,1.127654545,24.29727273,92.71285455,0.700634617,90,95,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
18,19,4900,316.0570054,18.13723077,54.13818462,1.110807692,31.64423077,97.40027692,0.730006697,95,100,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
19,20,4900,313.4549877,18.77414615,53.7978,1.101823077,30.19384615,102.3560462,0.767094638,100,105,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
20,21,4900,335.8436223,20.99744615,44.1678,1.081284615,41.61461538,107.3706615,0.804645382,105,110,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
21,22,4900,335.3205264,24.52526364,57.56961818,1.065963636,21.57545455,112.4303818,0.857287476,110,115,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
22,23,4900,321.4968756,25.33441111,52.3612,1.070133333,26.875,117.6388,0.899703734,115,120,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
23,24,4900,333.000442,24.44886,47.42172,1.06439,31.614,122.57828,0.931311735,120,125,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
24,25,4900,335.7566533,24.8653,42.4862,1.062244444,36.75,127.5138,0.975147583,125,130,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
25,26,4900,320.047471,24.83822,37.51572,1.06404,41.52,132.48428,1.006491185,130,135,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
26,27,4900,339.646517,25.43864,32.35194,1.07134,46.9845,137.64806,1.056085699,135,140,0,PS122/2_23-34,snow2-A2,05/02/2020 06:45,N
